OrgNr,name,industry_name,company_size_category,profitability_category,growth_category
5593472847,EPOS Sweden AB,,Micro,Low Profitability,High Growth
5568402878,EPV Entreprenad AB,,Micro,Good Profitability,Rapid Decline
5565622528,ERA Revisorer i Norr AB,,Micro,High Profitability,Medium Growth
5592026396,EREO AB,,Micro,Good Profitability,Rapid Decline
5592276579,EST POPULO AB,,Micro,Low Profitability,High Growth
5565712345,EUP Industriservice AB,,Micro,Good Profitability,Low Growth
5566095054,EUP Industriservice Skövde AB,,Micro,High Profitability,Declining
5569805384,EV Charge Partner Sweden AB,,Micro,Low Profitability,Declining
5562755891,EXMA Säkerhetssystem Aktiebolag,,Micro,Low Profitability,Rapid Decline
5565893780,EYESEC Larmteknik AB,,Micro,Good Profitability,High Growth
5569486755,EZ Hälsa AB,,Micro,Good Profitability,High Growth
5592137839,Earthbanc AB,,Micro,High Profitability,High Growth
5568884927,Eblica AB,,Micro,Low Profitability,Rapid Decline
5569481350,Eccoci AB,,Micro,Good Profitability,High Growth
5568128721,EcoSign skyltar i Sverige AB,,Micro,Good Profitability,Low Growth
5567616668,Ecogain Aktiebolag,,Micro,Low Profitability,High Growth
5561874214,Ecolux AB,,Micro,Good Profitability,Declining
5569476012,Ecopromt AB,,Micro,Good Profitability,Rapid Decline
5566197223,Ed-Wa Plast AB,,Micro,Good Profitability,Declining
5565296026,Edithouse Film Works AB,,Micro,Good Profitability,Low Growth
5569385882,Edlund & Partners AB,,Micro,High Profitability,Low Growth
5561765750,Edvardssons i Bredbyn AB,,Micro,Low Profitability,Medium Growth
5565832614,Efva Attling Stockholm Aktiebolag,,Small,Low Profitability,Rapid Decline
5593973182,Ejdertuns Lantbruk AB,,Micro,Good Profitability,Declining
5568610348,Ek o Lek Barnomsorg AB,,Micro,Good Profitability,Declining
5561171868,Eke Grus Aktiebolag,,Micro,High Profitability,Medium Growth
5568368137,Ekelund Nöjeskonsult i Väst AB,,Micro,Low Profitability,Medium Growth
5563132231,"Ekelund, Linneväveriet i Horred AB",,Micro,Low Profitability,Low Growth
5561101709,Ekengårds Jordbruksförvaltning Aktiebolag,,Micro,Good Profitability,Declining
5562668003,Ekholmsnäs Golf Lidingö AB,,Micro,Low Profitability,High Growth
5565001798,Eklunds Mora AB,,Micro,Low Profitability,Declining
5560938374,Eklunds Vent o Plåt AB,,Micro,Good Profitability,Declining
5565196929,"Eko Natur, Sverige AB",,Micro,High Profitability,Rapid Decline
5565848537,Eksjö Fordonsutbildning AB,,Micro,Good Profitability,Low Growth
5566394309,Eksjö Lantbruksservice AB,,Micro,Good Profitability,Low Growth
5565824066,Ekstrand Rask Andersson Revisorer AB,,Micro,High Profitability,Low Growth
5561609552,Ekstrands Jord & Grus AB,,Micro,Low Profitability,Low Growth
5568269830,El & Marinteknik i Stockholm AB,,Micro,Low Profitability,Medium Growth
5562438647,El Supply i Ed Aktiebolag,,Micro,Good Profitability,Declining
5563766111,ElFördel i Alingsås Aktiebolag,,Micro,Good Profitability,Medium Growth
5563522613,Elastocon Aktiebolag,,Micro,Good Profitability,High Growth
5566202114,Elastomix AB,,Micro,High Profitability,Low Growth
5565322509,Elbogen Electric AB,,Small,Low Profitability,Rapid Decline
5565322509,Elbogen Electric AB,,Small,Low Profitability,High Growth
5565840468,Elbyrån Bertgren & Co AB,,Micro,Low Profitability,Low Growth
5567769749,Elcee AB,,Micro,Low Profitability,Low Growth
5561468942,Elcon AB,,Micro,High Profitability,High Growth
5569099814,Eldsberga Trading AB,,Micro,Good Profitability,Medium Growth
5564811718,Electron Crosslinking AB,,Micro,High Profitability,High Growth
5560550872,Elektriska Aktiebolaget Delta,,Small,Low Profitability,High Growth
5563213635,Elektronikhuset i Mariestad Aktiebolag,,Micro,Low Profitability,Declining
5565716445,Elektronikservice i Hemse Aktiebolag,,Micro,Good Profitability,Declining
5562096486,Elektrotjänst i Katrineholm Aktiebolag,,Small,Good Profitability,Medium Growth
5562614072,Elementa Plåt i Malmö Aktiebolag,,Micro,Low Profitability,Medium Growth
5563267177,Eletta Automation Aktiebolag,,Micro,Good Profitability,Medium Growth
5567769897,Elisabeth Skytting AB,,Micro,High Profitability,High Growth
5564108362,Elisefarm AB,,Micro,Good Profitability,Low Growth
5562115740,Elit Golv Norr AB,,Micro,Low Profitability,Medium Growth
5567212666,Elite Accounting Sverige AB,,Micro,Good Profitability,High Growth
5567086904,Elitkomposit AB,,Micro,Good Profitability,Low Growth
5564771920,Ellancé Aktiebolag,,Micro,Low Profitability,High Growth
5564987351,Ellenius Buss Aktiebolag,,Micro,Good Profitability,Low Growth
5564671799,Elmblads Guld Aktiebolag,,Micro,High Profitability,Low Growth
5568994759,Elme Fönster AB,,Micro,Low Profitability,Low Growth
5591085336,Elme hemvård AB,,Micro,Good Profitability,Low Growth
5565187571,Elof Perssons Åkeri AB,,Micro,Low Profitability,High Growth
5566930524,Elofssons Försäljnings AB,,Micro,Good Profitability,Medium Growth
5561642876,Elteknik & Konstruktion i Stockaryd Aktiebolag,,Micro,High Profitability,Rapid Decline
5566371778,Elvärmeprodukter i Skellefteå AB,,Micro,Low Profitability,Rapid Decline
5564254745,Elwing & Co. i Stockholm Aktiebolag,,Micro,Good Profitability,Low Growth
5568637226,Emballage & Transport i Gemla AB,,Micro,Low Profitability,Declining
5563615128,Emballera i trä H.A AB,,Micro,Good Profitability,Declining
5563376481,Embtec AB,,Micro,Good Profitability,Declining
5565967519,Eminenta AB,,Micro,Good Profitability,Medium Growth
5561713040,Emmaljunga Torvmull Aktiebolag,,Micro,High Profitability,Low Growth
5592882749,Emploid Syd AB,,Micro,Good Profitability,Declining
5561553529,Emtbjörks AB,,Micro,Good Profitability,Declining
5566249230,Emutec AB,,Micro,Low Profitability,Declining
5569001455,Endorfin i Alingsås AB,,Micro,Low Profitability,Low Growth
5568931231,Endorfin i Lerum AB,,Micro,Good Profitability,Low Growth
5564114022,Eneberga Gård Aktiebolag,,Micro,Good Profitability,Rapid Decline
5569641789,Energi & Teknik i Arvika AB,,Micro,Low Profitability,Low Growth
5569742116,Energiforsk AB,,Small,Low Profitability,Low Growth
5567869416,Energioptimering 3E AB,,Micro,Good Profitability,Medium Growth
5568062805,Enfant Terrible Design AB,,Micro,Good Profitability,Rapid Decline
5591288708,Engdahl & Berg AB,,Micro,Good Profitability,Medium Growth
5561947572,Engelholms Glass Aktiebolag,,Micro,Good Profitability,Low Growth
5564390408,Engelska Tapetmagasinet Aktiebolag,,Micro,Low Profitability,Medium Growth
5592330830,Engströms Urmakeri AB,,Micro,Good Profitability,Declining
5568749583,Enovis Surgical Sweden AB,,Micro,Low Profitability,High Growth
5562085778,Enskede Hydraul Aktiebolag,,Micro,Good Profitability,Medium Growth
5569478968,Enskilda Högskolan Stockholm AB,,Micro,Low Profitability,Low Growth
5566293071,Ensto Protrol AB,,Micro,High Profitability,Medium Growth
5566495254,Entradia AB,,Micro,Low Profitability,Medium Growth
5566098918,Entramo AB,,Micro,Good Profitability,High Growth
5565534566,Entreprenadbutiken i Göteborg AB,,Small,Good Profitability,High Growth
5564754140,Entropi Sanerings Aktiebolag,,Micro,Good Profitability,High Growth
5563792471,Entrémattan i Avesta Aktiebolag,,Micro,Low Profitability,Declining
5569719841,Enwik AB,,Micro,Good Profitability,Declining
5568113301,Eporoc AB,,Micro,Low Profitability,Rapid Decline
5562198829,Epos Träindustri Aktiebolag,,Micro,Good Profitability,Rapid Decline
5567317408,Equality Line AB,,Micro,Low Profitability,Declining
5590192547,Equestrian Stockholm AB,,Small,Low Profitability,Rapid Decline
5566991013,Er Revision i Gävle AB,,Micro,Good Profitability,Medium Growth
5561526871,Er-Jill Byggnadsplåt Aktiebolaget,,Micro,Good Profitability,Declining
5565264354,Eradur AB,,Micro,Good Profitability,Declining
5566414677,Eric Bolins Glasmästeri AB,,Micro,Good Profitability,Low Growth
5560827502,Ericsindustrier Aktiebolag,,Micro,Good Profitability,Declining
5561878041,Erik A. Olssons Mekaniska Verkstad Aktiebolag,,Micro,Low Profitability,Declining
5590247648,Erik Adamsons Bygg AB,,Micro,Good Profitability,Low Growth
5590294558,Erik Andersson's Djurtransporter AB,,Micro,Low Profitability,High Growth
5561070508,Erik Hellkvist Aktiebolag,,Micro,Good Profitability,Low Growth
5590309430,Eriksbergs Tandvård AB,,Micro,High Profitability,Medium Growth
5564262359,Erikson Urhandel Aktiebolag,,Micro,Low Profitability,Rapid Decline
5564379930,Erikssons Plåt & Kopparslageri AB,,Micro,Good Profitability,Rapid Decline
5563532513,Erikssons Trafikskola i Malmö Aktiebolag,,Micro,Low Profitability,Low Growth
5566257597,Ernst Textil Aktiebolag,,Micro,Low Profitability,Rapid Decline
5565251591,Eskil Optik AB,,Micro,Low Profitability,Low Growth
5564213352,Eskilstuna ElektronikPartner Aktiebolag,,Small,Low Profitability,Rapid Decline
5565810768,Eskilstuna Kebabfabrik AB,,Micro,Low Profitability,Medium Growth
5566278809,Essem Design Aktiebolag,,Micro,Good Profitability,Declining
5561693473,Etage Aktiebolag,,Micro,High Profitability,Declining
5568586860,Eteboxagu AB,,Micro,High Profitability,High Growth
5566170626,Etebra Maskin & Vagn AB,,Micro,Low Profitability,Low Growth
5567905160,Eterne AB,,Micro,Good Profitability,Declining
5594878083,Ethora Renewables AB,,Micro,High Profitability,Rapid Decline
5564549680,Eurimex Aktiebolag,,Micro,Good Profitability,Low Growth
5566689823,Euro Energy Components AB,,Micro,Good Profitability,Declining
5566374004,EuroPark Öst Aktiebolag,,Micro,High Profitability,Rapid Decline
5567992267,EuroSign AB,,Micro,Low Profitability,Rapid Decline
5563421071,EuroTech Sire System AB,,Micro,Good Profitability,Declining
5565523833,Eurocol Tape AB,,Small,Good Profitability,Declining
5566439013,Euroexpo AB,,Micro,Low Profitability,Declining
5560981242,Eurofins Milk Testing Sweden AB,,Micro,Low Profitability,Low Growth
5568964224,Eurofins Pegasuslab AB,,Micro,Low Profitability,Medium Growth
5591153613,Eurofins Water Testing Sweden AB,,Small,Low Profitability,Medium Growth
5561537340,Euronics AB,,Micro,Low Profitability,Declining
5565166195,European Drug Testing Service EDTS AB,,Small,Good Profitability,Low Growth
5561794818,Eurotherm Aktiebolag,,Micro,Low Profitability,Low Growth
5566131552,Eventab Sweden AB,,Micro,Good Profitability,Rapid Decline
5591564330,Eventsport i Vänersborg AB,,Micro,Low Profitability,Low Growth
5590404645,Eventum AB,,Micro,Low Profitability,Declining
5593256893,Eventwork Scandinavia AB,,Micro,Good Profitability,Rapid Decline
5591328983,Evenue AB,,Micro,Low Profitability,Medium Growth
5563982825,Everaxis AB,,Small,Good Profitability,Medium Growth
5590738992,Everon Sverige AB,,Micro,Low Profitability,High Growth
5565822714,Evertiq AB,,Micro,Good Profitability,Low Growth
5593075293,Evertsholm Lantbruk AB,,Micro,Low Profitability,Declining
5592627003,Evoula AB,,Micro,High Profitability,High Growth
5567879944,Excedo Networks AB,,Micro,High Profitability,High Growth
5593916256,Excellent Cleaning Sweden AB,,Micro,Good Profitability,High Growth
5591878987,Excellent Moving Sweden AB,,Micro,Low Profitability,High Growth
5561356626,Excellent Stansteknik Aktiebolag,,Micro,Low Profitability,Declining
5563761369,Executor Finans Aktiebolag,,Micro,Good Profitability,High Growth
5590363932,Eximius Partner AB,,Micro,Good Profitability,Medium Growth
5565714754,ExpoGraf CardKeep International AB,,Micro,Good Profitability,Low Growth
5565585832,Export Pak Lund AB,,Micro,Good Profitability,Rapid Decline
5562905579,Express-Bild i Västerås Aktiebolag,,Micro,Low Profitability,Low Growth
5590551551,F5 Networks Sweden Aktiebolag,,Micro,Good Profitability,Low Growth
5564955986,F:a GREFS AB,,Micro,Low Profitability,Low Growth
5564955986,F:a GREFS AB,,Micro,Low Profitability,Low Growth
5565467411,FARM MAC AGRO Aktiebolag,,Micro,Low Profitability,Rapid Decline
5564602224,FC Gruppen AB,,Small,Low Profitability,Low Growth
5567337745,FC Mureri AB,,Micro,Good Profitability,Low Growth
5591910012,FH Finansiellt trygg AB,,Micro,High Profitability,High Growth
5594000456,FJ Recordings AB,,Micro,High Profitability,High Growth
5569919227,FJ.Swedenbusiness AB,,Micro,Low Profitability,Medium Growth
5567245336,FL PLÅT AB,,Micro,Good Profitability,Low Growth
5563903904,FM Finans Aktiebolag,,Micro,Low Profitability,High Growth
5568810518,FORIMP SKOG AB,,Micro,Low Profitability,Rapid Decline
5562527142,FRINAB Fristad Industri Aktiebolag,,Micro,Good Profitability,Low Growth
5568170947,FROPIG AB,,Micro,Good Profitability,Low Growth
5567184675,FROSTAB Aktiebolag,,Micro,Good Profitability,Medium Growth
5591571715,FROSTEQ AB,,Micro,Good Profitability,Low Growth
5569928236,FS Express & Logistik AB,,Micro,Low Profitability,Rapid Decline
5593836660,FSG Management AB,,Micro,High Profitability,High Growth
5565092896,Fab Support Aktiebolag,,Micro,Low Profitability,Declining
5563162014,Facilette Aktiebolag,,Micro,High Profitability,High Growth
5591628333,Fagerberg Plåtslageri AB,,Micro,Low Profitability,Low Growth
5591305601,Fagerhults Maskin AB,,Micro,Good Profitability,High Growth
5564881612,Fagerströms Maskin Aktiebolag,,Micro,Good Profitability,High Growth
5565981601,Fairwater Marine AB,,Micro,High Profitability,Declining
5564385176,Fakab Plåt- och Stålentreprenad AB,,Micro,Low Profitability,Medium Growth
5560845744,Faktor AB,,Micro,Good Profitability,Medium Growth
5567727697,Falck Global Assistance AB,,Micro,High Profitability,High Growth
5560999210,Falcks Omnibus AB,,Micro,Good Profitability,Declining
5567428114,Falkenbergs Biogas Aktiebolag,,Micro,Good Profitability,Low Growth
5566787577,Falks Markentreprenad AB,,Small,Good Profitability,Low Growth
5564606563,Falkvarv AB,,Small,Good Profitability,Medium Growth
5565865739,Falls Plåtslageri AB,,Micro,Good Profitability,Declining
5564365459,Familjehemspoolen i Sverige AB,,Micro,Low Profitability,Declining
5591615306,Familjo AB,,Micro,High Profitability,High Growth
5590221387,Fancé AB,,Micro,Low Profitability,Medium Growth
5561605352,Fanhults Textilpartner AB,,Micro,Good Profitability,Declining
5566618830,Faringe Kött & Slakt AB,,Micro,Low Profitability,Declining
5566319728,Farm Mac Aktiebolag,,Micro,Low Profitability,Declining
5568450059,FarmAC på Öland AB,,Micro,Good Profitability,Medium Growth
5568538580,Farman Zetterman AB,,Micro,Good Profitability,Rapid Decline
5562965037,Farmbo Aktiebolag,,Micro,Good Profitability,Declining
5590172697,Farmore Creative Interior Solutions Aktiebolag,,Micro,Good Profitability,Medium Growth
5565147039,Fasadglas i Uppsala AB,,Micro,Good Profitability,High Growth
5568519853,Fashion Ave Sweden AB,,Micro,Low Profitability,Low Growth
5591934715,Fastighet Utveckling Stockholm AB,,Micro,Good Profitability,High Growth
5561437293,Fastighets Aktiebolaget Hushagen,,Small,Low Profitability,Low Growth
5568147564,Fastrus AB,,Micro,Good Profitability,High Growth
5563950194,Fauna i Rättvik Aktiebolag,,Micro,Low Profitability,Declining
5567112395,Fautras Skandinavien AB,,Micro,Low Profitability,Declining
5566699913,Fellingsbro Kartong Aktiebolag,,Micro,Low Profitability,Declining
5566950209,Femlycke AB,,Micro,Low Profitability,Low Growth
5563774263,Festivus AB,,Micro,Low Profitability,Declining
5565277174,Festvåningen Muren Aktiebolag,,Micro,High Profitability,Low Growth
5567102297,Fiesta Catering AB,,Micro,Good Profitability,Low Growth
5592620206,Fightbox Nordic AB,,Micro,Good Profitability,Medium Growth
5565750279,Fila Nordic AB,,Micro,Good Profitability,Low Growth
5566855762,Film & Live Sweden AB,,Micro,Low Profitability,Rapid Decline
5566257084,Filt Sthlm AB,,Micro,Low Profitability,Rapid Decline
5561513051,Filtex Aktiebolag,,Micro,Good Profitability,Medium Growth
5562246990,Fimmersta Trä och Bygg Aktiebolag,,Micro,Good Profitability,Low Growth
5569413270,FinWire AB,,Micro,Good Profitability,Declining
5592821721,Financial Media Group 360 AB,,Micro,Low Profitability,High Growth
5569219826,Fine Little Day AB,,Micro,Low Profitability,Medium Growth
5563580462,Finnhammars Revisionsbyrå Aktiebolag,,Micro,Low Profitability,Low Growth
5569453888,Finns Begravningsbyrå AB,,Micro,High Profitability,Low Growth
5565376067,Finsmakarens Trädgård AB,,Micro,Low Profitability,Declining
5593984148,Fionia Sea AB,,Micro,Loss Making,Rapid Decline
5593984148,Fionia Sea AB,,Micro,Low Profitability,Rapid Decline
5567995005,Firemiks AB,,Micro,Good Profitability,High Growth
5566373626,First Insurance Sverige AB,,Micro,Low Profitability,High Growth
5568128739,Fiskartorpet 7 AB,,Micro,Good Profitability,Medium Growth
5565476164,Fiskefartyget Courage af Skillinge AB,,Micro,High Profitability,Rapid Decline
5569392151,FitForMe Nordics AB,,Micro,Good Profitability,Declining
5590653209,Fitness Brands Nordic AB,,Small,Good Profitability,High Growth
5565595336,Fitness Brands Sweden AB,,Small,Good Profitability,High Growth
5569539611,Fitness Trade Europe AB,,Micro,Good Profitability,High Growth
5568565278,Fitness24Seven-Lund AB,,Micro,High Profitability,Medium Growth
5568122450,Five Moments AB,,Micro,Low Profitability,Rapid Decline
5567257471,Fjällräven International AB,,Small,Good Profitability,Rapid Decline
5563725984,Fjärilshuset Haga Trädgård Aktiebolag,,Micro,High Profitability,Low Growth
5569201097,Flackarps Maskinstation AB,,Micro,Good Profitability,Medium Growth
5562146018,Fladen Fishing Aktiebolag,,Micro,Good Profitability,Low Growth
5568946262,Flashpoint AB,,Micro,Good Profitability,Low Growth
5563842037,Flens Byggelement AB,,Small,Low Profitability,Rapid Decline
5568505191,Flens Kristna Skola AB,,Micro,Low Profitability,Low Growth
5568321425,Flexident AB,,Micro,Good Profitability,High Growth
5561135848,Fleximark Aktiebolag,,Micro,Good Profitability,Declining
5567373948,Flexplåt Aktiebolag,,Micro,Good Profitability,High Growth
5567260244,Floattech Sweden AB,,Micro,High Profitability,Low Growth
5569650897,Floretten AB,,Micro,Low Profitability,Low Growth
5569408494,Flowcine AB,,Micro,Good Profitability,Rapid Decline
5564891199,Flowertrading Sthlm AB,,Micro,Low Profitability,Medium Growth
5564800059,"Flugeby Golv, Färg & Trä AB",,Micro,Low Profitability,Rapid Decline
5564620374,Fluke Sverige Aktiebolag,,Micro,Low Profitability,Declining
5563012177,Fluortek Aktiebolag,,Micro,Good Profitability,Medium Growth
5564449824,Flux AB,,Micro,Low Profitability,High Growth
5591371413,Flytt 4 You Malmö AB,,Micro,Good Profitability,High Growth
5566656301,Flytt-Anders Aktiebolag,,Micro,Good Profitability,Low Growth
5567689210,Flyttningsbyrån Halmstad AB,,Micro,High Profitability,High Growth
5566518733,Flyttpoolen Stockholm AB,,Micro,Low Profitability,Declining
5568495096,Foam King Sweden AB,,Micro,Good Profitability,Declining
5561962332,FocusNeo AB,,Micro,Low Profitability,Rapid Decline
5569491771,Foderbua i Solberg AB,,Micro,Good Profitability,High Growth
5565795845,Foga System AB,,Micro,Good Profitability,Rapid Decline
5566173414,Folie & Papper Sweden AB,,Micro,Low Profitability,Low Growth
5568895246,Folkesson Råd & Revision AB,,Micro,Good Profitability,Low Growth
5592917503,Folklek AB,,Micro,Good Profitability,High Growth
5562670843,Folksam Service AB,,Micro,Low Profitability,High Growth
5591276257,Foodmarket i Torslanda AB,,Micro,Good Profitability,Low Growth
5561297788,Forbo Siegling Svenska AB,,Micro,High Profitability,Low Growth
5590655477,Force Capital Nordic AB,,Micro,Good Profitability,High Growth
5568151905,Fordonsprovarna i Väst AB,,Micro,High Profitability,Low Growth
5568630247,Foreq AB,,Micro,Good Profitability,Declining
5568378292,Forest Trade i Göteborg AB,,Micro,Good Profitability,High Growth
5566019831,Formac Production AB,,Micro,Low Profitability,Low Growth
5562534890,Formgummiteknik Fogutek Aktiebolag,,Micro,Low Profitability,Declining
5590127071,Formstad AB,,Micro,High Profitability,High Growth
5590561634,Fornahässle Maskintjänst AB,,Micro,Good Profitability,High Growth
5569370694,Forserum Safety Glass AB,,Small,Low Profitability,Rapid Decline
5569503195,Forsgårdens Golf AB,,Micro,Low Profitability,Low Growth
5561926279,Forslunds Tvätt AB,,Micro,Low Profitability,Medium Growth
5568281553,Forss IT AB,,Micro,Good Profitability,High Growth
5567650675,Forvis Mazars Skatt AB,,Micro,Good Profitability,High Growth
5564182748,Fotegården AB,,Micro,Low Profitability,Low Growth
5565773305,FourOffice Aktiebolag,,Micro,Good Profitability,Declining
5562541960,Fox Belysning AB,,Micro,Good Profitability,Low Growth
5563777837,Frackstad Lantbruksaktiebolag,,Small,Good Profitability,Medium Growth
5569493587,Fraiche BRA MAT i Sverige AB,,Micro,Low Profitability,Rapid Decline
5566197975,Fraiche Catering & Arrangements i Stockholm AB,,Micro,Low Profitability,Rapid Decline
5562801240,Franks Färg Aktiebolag,,Micro,Low Profitability,Low Growth
5564133378,Freberga Gård Aktiebolag,,Micro,Low Profitability,Medium Growth
5592308935,Fredheim Maskin AB,,Micro,Low Profitability,Rapid Decline
5592308935,Fredheim Maskin AB,,Micro,Good Profitability,High Growth
5566808837,Fredrik Eriksson Restaurang AB,,Micro,Good Profitability,Low Growth
5568833205,Fredrik Wastesson AB,,Micro,High Profitability,High Growth
5590501523,Freeday AB,,Micro,High Profitability,High Growth
5565646451,Frejs Revisorer AB,,Small,Low Profitability,Medium Growth
5566186317,Frekab AB,,Micro,Good Profitability,Medium Growth
5562856541,Fremlab Aktiebolag,,Micro,Low Profitability,Rapid Decline
5561568899,Freno AB,,Micro,Low Profitability,Declining
5569630139,Freys Express i Göteborg AB,,Micro,Low Profitability,High Growth
5565699161,Freys Express i Linköping AB,,Micro,Good Profitability,High Growth
5566723333,Freys Express i Malmö AB,,Micro,Low Profitability,High Growth
5567150478,Freys Express i Uppsala AB,,Micro,Good Profitability,High Growth
5568716954,Fria Ligan AB,,Micro,Low Profitability,Rapid Decline
5560722885,Friggeråkers Rör Aktiebolag,,Micro,Good Profitability,Medium Growth
5563443703,Frigiva Gård Aktiebolag,,Micro,Low Profitability,Rapid Decline
5563852580,Frilight Aktiebolag,,Micro,Low Profitability,Rapid Decline
5566561915,Frimo AB,,Micro,Low Profitability,Medium Growth
5568020852,Friskolan i Mariestad AB,,Micro,Low Profitability,Low Growth
5565858536,Friskolan och Fritidshemmet Hästens AB,,Micro,Good Profitability,Low Growth
5590386214,Frisport AB,,Micro,Good Profitability,Low Growth
5561943589,Fritidsanläggningar Kneippbyn Aktiebolag,,Micro,Low Profitability,Declining
5566580105,Frontic AB,,Micro,Good Profitability,Declining
5566769351,Fru Bär AB,,Micro,Low Profitability,High Growth
5563230837,Fruit Distribution i Sölvesborg Aktiebolag,,Small,Low Profitability,Low Growth
5591365860,Frystmat Mena Foods Aktiebolag,,Small,Low Profitability,High Growth
5590796248,FryxGames AB,,Micro,High Profitability,Low Growth
5564883048,Frökontrollen Mellansverige Aktiebolag,,Micro,Low Profitability,Declining
5568268378,Frömans Mjölk AB,,Micro,Good Profitability,Declining
5567055743,Fröstorps Mjölk AB,,Micro,Low Profitability,Medium Growth
5568711294,Full Fart Allservice AB,,Micro,Low Profitability,Rapid Decline
5564833068,Fullerö Ekonomi & Förvaltning AB,,Micro,Low Profitability,High Growth
5569111551,Fulltofta Slott Events AB,,Micro,Good Profitability,Low Growth
5591142475,Funnys Äventyr i Malmö AB,,Micro,Good Profitability,Low Growth
5565849246,Funäsfjällens Spår och Leder AB,,Micro,Low Profitability,Low Growth
5561953463,Furlands Revisionsbyrå Aktiebolag,,Micro,Good Profitability,Declining
5568842859,Future IT Partner Sverige AB,,Micro,Low Profitability,High Growth
5569642845,Future Progress AB,,Micro,High Profitability,High Growth
5592078397,Fyllinge Mjölk AB,,Micro,Low Profitability,Low Growth
5591517528,Fyröringen AB,,Micro,High Profitability,Low Growth
5561967562,FÄRGHUSET AK LACK Aktiebolag,,Micro,Good Profitability,Low Growth
5564948684,Fällkniven i Boden Aktiebolag,,Micro,High Profitability,Low Growth
5563815744,Färg & Golvgruppen i Norr AB,,Micro,Low Profitability,Rapid Decline
5566153960,"Färg, Bad och Kakel i Arvika AB",,Micro,Low Profitability,Declining
5565473898,Färg-City i Tranås AB,,Micro,Good Profitability,Declining
5560468687,Färgaktiebolaget Gamol,,Micro,High Profitability,Low Growth
5564490984,Färgbröderna i Malung Aktiebolag,,Micro,Low Profitability,High Growth
5569196339,Fågelbro Golf & Country Club Serviceaktiebolag,,Micro,Low Profitability,Rapid Decline
5561596080,Fönsterfabriken F-F i Trelleborg AB,,Micro,Low Profitability,Declining
5561888453,Fönsterspecialisten i Lönsboda Aktiebolag,,Micro,Low Profitability,Rapid Decline
5565194510,Förarmiljö i Sverige AB,,Micro,Good Profitability,Rapid Decline
5566034640,Företagarnas Revisionsbyrå i Uppsala AB,,Micro,High Profitability,Low Growth
5562592575,Företagsuniversitetet Aktiebolag,,Micro,Good Profitability,High Growth
5562554401,Företagsväxter i Knivsta AB,,Small,Low Profitability,Low Growth
5567378467,FörlagEtt AB,,Micro,Good Profitability,Medium Growth
5562039395,Förlagsaktiebolaget Albinsson & Sjöberg,,Small,Low Profitability,Declining
5568047301,Förlösa Rör AB,,Micro,Good Profitability,Low Growth
5568303258,Förskolan Flygande Mattan AB,,Micro,Good Profitability,Low Growth
5566644141,Försäkringshuset Göran Dahlberg AB,,Micro,High Profitability,Low Growth
5566935572,Försäkringsrådgivarna Mälardalen AB,,Micro,Good Profitability,High Growth
5590588850,Försäkringsutveckling Sverige AB,,Micro,High Profitability,High Growth
5561910117,G. Lundgrens Hushållsmaskiner Aktiebolag,,Micro,High Profitability,Rapid Decline
5560583832,G. Sjöquist Förpacknings Aktiebolag,,Micro,Low Profitability,Declining
5591765093,GA Sweden AB,,Micro,Good Profitability,Declining
5590036595,GATSTENSBOLAGET I SVERIGE AB,,Micro,Low Profitability,Medium Growth
5591944672,GB Tank i Sverige AB,,Micro,Good Profitability,Rapid Decline
5566038104,GBA Key2Compliance AB,,Micro,Low Profitability,High Growth
5560520628,GBM Marin AB,,Micro,Low Profitability,Rapid Decline
5565274221,GEBA Betong i Vimmerby Aktiebolag,,Micro,Low Profitability,High Growth
5565628053,GH:s TraktorCity i Mantorp AB,,Small,Low Profitability,High Growth
5562849637,GIS Gagnefs Industrisnickerier AB,,Micro,Low Profitability,Declining
5567680516,GK Production AB,,Micro,Good Profitability,Low Growth
5564388790,GLASS GROSSISTEN I STOCKHOLM AB,,Micro,Low Profitability,Declining
5567558043,GLENSIA AB,,Micro,Good Profitability,Declining
5566776562,GLF TRÄAB AB,,Micro,Good Profitability,Rapid Decline
5562878164,GLOBAL Batterier AB,,Small,Good Profitability,Low Growth
5563984276,GMA Ground Machinery Applications AB,,Micro,Low Profitability,Low Growth
5563030781,GMKAB Gummi Metall Konsult Aktiebolag,,Small,Low Profitability,Low Growth
5593762197,GOLDEN MEATS AB,,Micro,Low Profitability,High Growth
5591431530,GOODWAY Entreprenad AB,,Small,Low Profitability,Medium Growth
5566221825,GOT Design AB,,Micro,Low Profitability,Medium Growth
5591690770,GP Mobile AB,,Micro,Low Profitability,Declining
5590871181,GR Betong AB,,Micro,Good Profitability,Low Growth
5569214959,GREEN OWL AB,,Micro,High Profitability,High Growth
5567321467,GREENPOWER AB,,Micro,Low Profitability,High Growth
5562191733,GRF Gravstenar Aktiebolag,,Micro,Low Profitability,Medium Growth
5567938583,GRÄNSBO Potatis AB,,Small,Low Profitability,Medium Growth
5563530236,GRÅMUNKEHÖGA GÅRD Aktiebolag,,Micro,Low Profitability,Rapid Decline
5569892192,GRÖNDALS GLAS AB,,Micro,Low Profitability,Low Growth
5590821921,GSTK GÖTEBORG AB,,Micro,Low Profitability,Low Growth
5565871984,GT PlastMontage AB,,Micro,Low Profitability,Low Growth
5564378619,GT-Center i Skellefteå Aktiebolag,,Micro,Good Profitability,Low Growth
